Time,Dew,SeaP,Temp,WD,WS,hour,rain6,area
2020-02-04 05:00:00+08:00,4.2396551724137925,1023.0293103448276,5.518965517241378,208.70689655172413,1.1827586206896554,5,0.6603448275862069,CS
2020-02-04 08:00:00+08:00,4.13103448275862,1024.5844827586209,5.153448275862067,140.8448275862069,1.2672413793103448,8,0.75,CS
2020-02-04 11:00:00+08:00,4.894827586206898,1024.9586206896552,8.437931034482759,160.9655172413793,1.2534482758620695,11,0.5982758620689655,CS
2020-02-04 14:00:00+08:00,4.2,1021.5706896551724,11.53620689655173,156.3448275862069,1.7517241379310349,14,0.3741379310344827,CS
2020-02-04 17:00:00+08:00,3.7724137931034485,1020.4310344827588,11.979310344827592,169.81034482758622,1.5586206896551724,17,0.3,CS
2020-02-04 20:00:00+08:00,4.394827586206896,1022.8844827586207,9.208620689655175,167.51724137931035,1.5655172413793108,20,0.24310344827586203,CS
2020-02-04 23:00:00+08:00,,,,,,23,,CS
2020-02-05 02:00:00+08:00,4.575862068965518,1022.8224137931032,6.610344827586207,178.20689655172413,1.4051724137931032,2,0.18620689655172407,CS
2020-02-05 05:00:00+08:00,,,,,,5,,CS
2020-02-05 08:00:00+08:00,4.318965517241379,1023.1568965517241,5.803448275862069,129.5,1.4775862068965517,8,0.18103448275862064,CS
2020-02-05 11:00:00+08:00,4.506896551724138,1023.1482758620687,9.74655172413793,183.31034482758622,1.7344827586206901,11,0.2051724137931034,CS
2020-02-05 14:00:00+08:00,3.7534482758620684,1019.0948275862067,12.479310344827592,158.51724137931035,2.489655172413794,14,0.29827586206896545,CS
2020-02-05 17:00:00+08:00,3.5948275862068964,1017.8431034482758,12.106896551724143,141.4655172413793,2.375862068965517,17,0.40689655172413813,CS
2020-02-05 20:00:00+08:00,4.212068965517241,1019.7172413793107,10.113793103448279,132.8448275862069,2.2103448275862068,20,0.674137931034483,CS
2020-02-05 23:00:00+08:00,,,,,,23,,CS
2020-02-06 02:00:00+08:00,4.1034482758620685,1019.6413793103452,8.267241379310343,163.82758620689654,2.662068965517241,2,2.58103448275862,CS
2020-02-06 05:00:00+08:00,3.920689655172414,1019.1310344827584,7.441379310344828,162.79310344827587,2.496551724137931,5,3.5017241379310335,CS
2020-02-06 08:00:00+08:00,4.075862068965518,1021.348275862069,6.686206896551722,179.55172413793105,2.441379310344828,8,4.246551724137931,CS
2020-02-06 11:00:00+08:00,4.389655172413794,1022.6827586206899,8.139655172413793,156.70689655172413,2.5068965517241386,11,5.4189655172413795,CS
2020-02-06 14:00:00+08:00,,,,,,14,,CS
2020-02-06 17:00:00+08:00,,,,,,17,,CS
2020-02-06 20:00:00+08:00,,,,,,20,,CS
2020-02-06 23:00:00+08:00,,,,,,23,,CS
2020-02-07 02:00:00+08:00,3.679310344827587,1024.4672413793105,5.977586206896549,130.58620689655172,2.1137931034482755,2,1.208620689655172,CS
2020-02-07 05:00:00+08:00,3.568965517241379,1024.1517241379308,5.375862068965515,161.5,1.8310344827586202,5,0.7068965517241378,CS
2020-02-07 08:00:00+08:00,3.4551724137931035,1026.5896551724134,4.99655172413793,150.39655172413794,1.8310344827586207,8,0.35172413793103446,CS
2020-02-07 11:00:00+08:00,3.83103448275862,1027.5189655172412,7.568965517241377,141.63793103448276,1.987931034482759,11,0.3379310344827586,CS
2020-02-07 14:00:00+08:00,3.56896551724138,1024.6051724137928,9.551724137931036,158.74137931034483,2.3413793103448275,14,0.31896551724137934,CS
2020-02-07 17:00:00+08:00,3.070689655172414,1024.1103448275858,9.386206896551721,164.24137931034483,2.3620689655172415,17,0.3155172413793103,CS
2020-02-07 20:00:00+08:00,3.287931034482759,1026.6017241379311,7.922413793103448,168.20689655172413,2.0551724137931036,20,0.3241379310344827,CS
2020-02-07 23:00:00+08:00,,,,,,23,,CS
2020-02-08 02:00:00+08:00,3.5862068965517238,1027.6793103448274,6.16551724137931,170.5,1.9310344827586214,2,0.6396551724137931,CS
2020-02-08 05:00:00+08:00,3.467241379310345,1027.2844827586205,5.59310344827586,168.20689655172413,1.753448275862069,5,0.8862068965517241,CS
2020-02-08 08:00:00+08:00,3.296551724137931,1029.1344827586208,5.42758620689655,177.08620689655172,1.8499999999999999,8,0.8293103448275863,CS
2020-02-08 11:00:00+08:00,3.4293103448275857,1030.3741379310347,7.499999999999998,136.51724137931035,1.8775862068965519,11,0.7241379310344829,CS
2020-02-08 14:00:00+08:00,3.1482758620689646,1027.843103448276,9.172413793103448,154.5,2.244827586206897,14,0.4155172413793103,CS
2020-02-08 17:00:00+08:00,3.2258620689655175,1027.6258620689657,8.987931034482758,153.08620689655172,2.241379310344827,17,0.2896551724137931,CS
2020-02-08 20:00:00+08:00,3.4034482758620688,1029.9258620689657,7.651724137931034,165.20689655172413,1.9086206896551727,20,0.3241379310344828,CS
2020-02-08 23:00:00+08:00,,,,,,23,,CS
2020-02-09 02:00:00+08:00,3.2844827586206886,1030.8189655172416,6.129310344827586,155.25862068965517,1.6534482758620697,2,0.5827586206896551,CS
2020-02-09 05:00:00+08:00,3.2396551724137943,1030.3896551724135,5.589655172413792,214.17241379310346,1.3706896551724133,5,0.6413793103448276,CS
2020-02-09 08:00:00+08:00,3.3344827586206893,1031.436206896552,5.472413793103447,185.67241379310346,1.4948275862068963,8,0.4448275862068965,CS
2020-02-09 11:00:00+08:00,3.363793103448276,1031.9310344827584,8.53965517241379,159.56896551724137,1.5965517241379312,11,0.37068965517241365,CS
2020-02-09 14:00:00+08:00,,,,,,14,,CS
2020-02-09 17:00:00+08:00,3.5034482758620697,1026.1155172413794,11.127586206896556,179.20689655172413,1.6310344827586203,17,0.4965517241379312,CS
2020-02-09 20:00:00+08:00,3.915517241379311,1026.705172413793,8.229310344827587,175.06896551724137,1.503448275862069,20,0.7448275862068968,CS
2020-02-09 23:00:00+08:00,,,,,,23,,CS
2020-02-10 02:00:00+08:00,3.725862068965518,1025.0637931034482,6.277586206896551,151.86206896551724,1.4051724137931036,2,0.6534482758620692,CS
2020-02-10 05:00:00+08:00,3.825862068965515,1023.5879310344827,5.910344827586205,173.01724137931035,1.3689655172413795,5,0.6879310344827588,CS
2020-02-10 08:00:00+08:00,3.963793103448277,1024.4948275862073,6.167241379310344,128.0,1.3551724137931034,8,0.777586206896552,CS
2020-02-10 11:00:00+08:00,,,,,,11,,CS
2020-02-10 14:00:00+08:00,,,,,,14,,CS
2020-02-10 17:00:00+08:00,,,,,,17,,CS
2020-02-10 20:00:00+08:00,5.789655172413794,1020.6379310344827,9.986206896551723,168.3793103448276,1.9241379310344824,20,0.6534482758620691,CS
2020-02-10 23:00:00+08:00,,,,,,23,,CS
2020-02-11 02:00:00+08:00,6.120689655172415,1020.3448275862067,8.498275862068965,170.06896551724137,1.75,2,1.6689655172413793,CS
2020-02-11 05:00:00+08:00,6.117241379310344,1019.5827586206898,8.110344827586205,178.77586206896552,1.6396551724137938,5,1.9982758620689651,CS
2020-02-11 08:00:00+08:00,6.125862068965516,1021.1137931034484,7.9465517241379295,166.98275862068965,1.6034482758620687,8,1.446551724137931,CS
2020-02-11 11:00:00+08:00,6.736206896551726,1021.2551724137933,11.065517241379313,181.32758620689654,2.0258620689655173,11,0.667241379310345,CS
2020-02-11 14:00:00+08:00,,,,,,14,,CS
2020-02-11 17:00:00+08:00,,,,,,17,,CS
2020-02-11 20:00:00+08:00,7.246551724137931,1018.8034482758621,11.591379310344829,175.18965517241378,1.8862068965517245,20,1.2844827586206897,CS
2020-02-11 23:00:00+08:00,,,,,,23,,CS
2020-02-12 02:00:00+08:00,7.6724137931034475,1019.0827586206898,9.479310344827587,176.9655172413793,1.793103448275862,2,2.0758620689655176,CS
2020-02-12 05:00:00+08:00,7.493103448275861,1017.9379310344826,8.879310344827584,202.39655172413794,1.5482758620689665,5,1.860344827586207,CS
2020-02-12 08:00:00+08:00,7.491379310344827,1019.663793103448,8.60344827586207,187.01724137931035,1.5603448275862069,8,1.4379310344827587,CS
2020-02-12 11:00:00+08:00,8.529310344827588,1019.5396551724136,12.237931034482761,182.29310344827587,1.4413793103448276,11,0.9913793103448276,CS
2020-02-12 14:00:00+08:00,8.637931034482758,1015.7672413793103,16.337931034482764,173.51724137931035,2.0965517241379312,14,0.7724137931034483,CS
2020-02-12 17:00:00+08:00,,,,,,17,,CS
2020-02-12 20:00:00+08:00,9.006896551724136,1016.1862068965512,13.75517241379311,159.98275862068965,1.7293103448275857,20,0.653448275862069,CS
2020-02-12 23:00:00+08:00,,,,,,23,,CS
2020-02-13 02:00:00+08:00,8.894827586206896,1015.2206896551726,11.299999999999999,157.79310344827587,1.6655172413793107,2,0.8827586206896553,CS
2020-02-13 05:00:00+08:00,8.913793103448276,1014.0137931034482,10.808620689655173,210.98275862068965,1.4327586206896543,5,1.0000000000000002,CS
2020-02-13 08:00:00+08:00,8.984482758620688,1015.3224137931036,10.575862068965517,158.82758620689654,1.5379310344827581,8,1.339655172413793,CS
2020-02-13 11:00:00+08:00,,,,,,11,,CS
2020-02-13 14:00:00+08:00,9.579310344827586,1011.0120689655172,17.668965517241386,179.74137931034483,2.3758620689655174,14,2.3327586206896553,CS
2020-02-13 17:00:00+08:00,9.498275862068965,1009.294827586207,18.556896551724147,166.6206896551724,2.393103448275862,17,1.2775862068965516,CS
2020-02-13 20:00:00+08:00,9.59655172413793,1011.4689655172415,15.287931034482767,151.67241379310346,2.0706896551724143,20,0.4413793103448275,CS
2020-02-13 23:00:00+08:00,,,,,,23,,CS
2020-02-14 02:00:00+08:00,9.748275862068965,1011.2206896551721,12.1448275862069,151.58620689655172,2.2,2,0.42586206896551715,CS
2020-02-14 05:00:00+08:00,,,,,,5,,CS
2020-02-14 08:00:00+08:00,9.553448275862069,1011.7793103448276,10.986206896551728,152.82758620689654,1.7637931034482761,8,0.353448275862069,CS
2020-02-14 11:00:00+08:00,10.615517241379312,1012.289655172414,14.750000000000007,179.31034482758622,2.2206896551724133,11,0.606896551724138,CS
2020-02-14 14:00:00+08:00,,,,,,14,,CS
2020-02-14 17:00:00+08:00,10.86551724137931,1009.5827586206897,17.725862068965526,169.93103448275863,2.634482758620689,17,2.1034482758620694,CS
2020-02-14 20:00:00+08:00,10.679310344827584,1013.1482758620687,15.317241379310348,179.9655172413793,2.5844827586206898,20,1.8655172413793104,CS
2020-02-14 23:00:00+08:00,,,,,,23,,CS
2020-02-15 02:00:00+08:00,9.255172413793105,1014.7620689655173,11.96379310344828,173.51724137931035,2.7155172413793105,2,2.0517241379310347,CS
2020-02-15 05:00:00+08:00,8.115517241379308,1014.9379310344829,10.317241379310346,176.05172413793105,2.8568965517241374,5,4.156896551724138,CS
2020-02-15 08:00:00+08:00,6.806896551724138,1018.1793103448277,8.872413793103446,162.6206896551724,3.056896551724138,8,5.743103448275863,CS
2020-02-15 11:00:00+08:00,5.793103448275862,1020.6310344827589,9.036206896551722,130.17241379310346,3.643103448275862,11,5.9448275862068956,CS
2020-02-15 14:00:00+08:00,,,,,,14,,CS
2020-02-15 17:00:00+08:00,3.18103448275862,1021.2275862068966,7.458620689655169,169.08620689655172,3.8293103448275865,17,6.167241379310345,CS
2020-02-15 20:00:00+08:00,2.043103448275862,1025.3482758620694,5.5155172413793085,161.44827586206895,3.6189655172413793,20,5.044827586206896,CS
2020-02-15 23:00:00+08:00,,,,,,23,,CS
2020-02-16 02:00:00+08:00,-0.22586206896551714,1029.1103448275862,3.098275862068965,188.60344827586206,2.6982758620689653,2,1.8620689655172413,CS
2020-02-16 05:00:00+08:00,-1.0689655172413783,1029.4206896551725,2.382758620689655,206.58620689655172,2.7344827586206897,5,1.1655172413793102,CS
2020-02-16 08:00:00+08:00,-1.7120689655172407,1031.3189655172412,2.2017241379310346,164.4655172413793,2.3913793103448273,8,0.7655172413793104,CS
2020-02-16 11:00:00+08:00,-2.5327586206896537,1031.75,4.577586206896549,159.20689655172413,2.4775862068965515,11,0.6413793103448276,CS
2020-02-16 14:00:00+08:00,-2.655172413793104,1027.9913793103453,7.246551724137929,171.6551724137931,2.632758620689655,14,0.4724137931034483,CS
2020-02-16 17:00:00+08:00,-2.8482758620689657,1026.83275862069,8.017241379310345,189.39655172413794,2.725862068965517,17,0.40172413793103445,CS
2020-02-16 20:00:00+08:00,-1.4689655172413791,1029.1310344827587,5.229310344827584,171.6206896551724,1.9258620689655177,20,0.3172413793103448,CS
2020-02-16 23:00:00+08:00,,,,,,23,,CS
2020-02-17 02:00:00+08:00,-1.3568965517241385,1031.1396551724135,2.955172413793102,147.91379310344828,1.967241379310345,2,0.3068965517241379,CS
2020-02-17 05:00:00+08:00,-1.4293103448275863,1031.181034482759,2.363793103448276,193.0344827586207,1.6896551724137934,5,0.3034482758620689,CS
2020-02-17 08:00:00+08:00,-1.0017241379310344,1033.3948275862067,2.4275862068965512,172.36206896551724,1.6344827586206891,8,0.2862068965517241,CS
2020-02-17 11:00:00+08:00,-2.3620689655172415,1034.1206896551726,6.786206896551725,160.60344827586206,2.174137931034483,11,0.26034482758620686,CS
2020-02-17 14:00:00+08:00,,,,,,14,,CS
2020-02-17 17:00:00+08:00,-3.5379310344827575,1029.4844827586205,10.055172413793104,157.13793103448276,2.5551724137931044,17,0.2672413793103448,CS
2020-02-17 20:00:00+08:00,-1.8,1030.798275862069,6.948275862068964,137.1551724137931,1.8620689655172415,20,0.2568965517241379,CS
2020-02-17 23:00:00+08:00,,,,,,23,,CS
2020-02-18 02:00:00+08:00,-0.7017241379310344,1030.9017241379308,4.006896551724137,156.72413793103448,1.5103448275862066,2,0.26379310344827583,CS
2020-02-18 05:00:00+08:00,-0.6913793103448276,1029.4568965517242,3.163793103448275,190.17241379310346,1.4982758620689653,5,0.2672413793103448,CS
2020-02-18 08:00:00+08:00,-0.21551724137931022,1030.413793103448,3.584482758620689,125.5,1.5189655172413792,8,0.26379310344827583,CS
2020-02-18 11:00:00+08:00,-1.3241379310344827,1029.8862068965518,8.362068965517242,148.08620689655172,1.9189655172413798,11,0.26379310344827583,CS
2020-02-18 14:00:00+08:00,,,,,,14,,CS
2020-02-18 17:00:00+08:00,-2.329310344827586,1023.4620689655173,11.882758620689662,151.39655172413794,2.218965517241379,17,0.26034482758620686,CS
2020-02-18 20:00:00+08:00,-0.6327586206896553,1024.796551724138,8.506896551724138,172.77586206896552,1.6913793103448276,20,0.2810344827586207,CS
2020-02-18 23:00:00+08:00,,,,,,23,,CS
2020-02-19 02:00:00+08:00,0.5310344827586204,1025.120689655172,5.994827586206896,166.89655172413794,1.6465517241379313,2,0.3810344827586206,CS
2020-02-19 05:00:00+08:00,0.8793103448275862,1024.5655172413792,5.284482758620689,181.48275862068965,1.4862068965517239,5,0.3758620689655172,CS
2020-02-19 08:00:00+08:00,1.3948275862068957,1026.3396551724138,5.155172413793102,161.94827586206895,1.5620689655172413,8,0.3724137931034482,CS
2020-02-19 11:00:00+08:00,1.6344827586206896,1026.8293103448275,8.812068965517238,194.75862068965517,1.5068965517241382,11,0.3655172413793103,CS
2020-02-19 14:00:00+08:00,1.2344827586206892,1023.0396551724137,12.536206896551729,168.32758620689654,1.73448275862069,14,0.253448275862069,CS
2020-02-19 17:00:00+08:00,,,,,,17,,CS
2020-02-19 20:00:00+08:00,2.6862068965517243,1023.1913793103449,10.387931034482763,164.58620689655172,1.5362068965517237,20,0.34137931034482755,CS
2020-02-19 23:00:00+08:00,,,,,,23,,CS
2020-02-20 02:00:00+08:00,3.268965517241378,1023.6948275862071,7.2896551724137915,197.01724137931035,1.3810344827586205,2,0.34137931034482755,CS
2020-02-20 05:00:00+08:00,3.198275862068967,1023.263793103448,6.3155172413793075,207.63793103448276,1.306896551724138,5,0.34137931034482755,CS
2020-02-20 08:00:00+08:00,3.3620689655172415,1025.9965517241378,6.118965517241379,162.27586206896552,1.4293103448275857,8,0.34137931034482755,CS
2020-02-20 11:00:00+08:00,,,,,,11,,CS
2020-02-20 14:00:00+08:00,2.846551724137932,1023.3051724137929,15.372413793103453,175.6206896551724,2.356896551724137,14,0.3603448275862069,CS
2020-02-20 17:00:00+08:00,,,,,,17,,CS
2020-02-20 20:00:00+08:00,4.2862068965517235,1025.1655172413793,11.870689655172418,131.4655172413793,1.970689655172414,20,0.3810344827586207,CS
2020-02-20 23:00:00+08:00,,,,,,23,,CS
2020-02-21 02:00:00+08:00,4.950000000000001,1026.8879310344832,8.936206896551724,154.6551724137931,1.641379310344828,2,0.5586206896551725,CS
2020-02-21 05:00:00+08:00,,,,,,5,,CS
2020-02-21 08:00:00+08:00,5.187931034482756,1029.987931034483,7.606896551724136,186.94827586206895,1.4172413793103447,8,0.7965517241379312,CS
2020-02-21 11:00:00+08:00,,,,,,11,,CS
2020-02-21 14:00:00+08:00,5.7431034482758605,1027.9965517241378,14.593103448275865,187.1551724137931,2.0793103448275865,14,0.6120689655172417,CS
2020-02-21 17:00:00+08:00,5.927586206896551,1026.9258620689654,14.824137931034489,197.41379310344828,1.9482758620689657,17,0.5741379310344829,CS
2020-02-21 20:00:00+08:00,6.3293103448275865,1029.260344827586,11.8,178.77586206896552,1.9672413793103445,20,0.456896551724138,CS
2020-02-21 23:00:00+08:00,,,,,,23,,CS
2020-02-22 02:00:00+08:00,6.718965517241379,1029.5206896551726,9.408620689655173,161.0344827586207,1.4500000000000002,2,0.40172413793103456,CS
2020-02-22 05:00:00+08:00,6.5362068965517235,1028.5982758620692,8.762068965517239,191.60344827586206,1.3879310344827585,5,0.40172413793103456,CS
2020-02-22 08:00:00+08:00,6.548275862068964,1030.4913793103447,8.739655172413794,152.70689655172413,1.6293103448275854,8,0.3896551724137931,CS
2020-02-22 11:00:00+08:00,7.065517241379312,1030.4793103448278,12.322413793103452,177.86206896551724,1.7258620689655173,11,0.39482758620689656,CS
2020-02-22 14:00:00+08:00,,,,,,14,,CS
2020-02-22 17:00:00+08:00,5.937931034482757,1025.143103448276,15.910344827586213,144.8793103448276,2.393103448275862,17,0.3896551724137932,CS
2020-02-22 20:00:00+08:00,,,,,,20,,CS
2020-02-22 23:00:00+08:00,,,,,,23,,CS
2020-02-23 02:00:00+08:00,6.879310344827586,1026.274137931034,10.656896551724138,153.56896551724137,1.8224137931034485,2,0.4120689655172414,CS
2020-02-23 05:00:00+08:00,6.889655172413794,1024.7879310344829,9.843103448275862,204.77586206896552,1.398275862068966,5,0.4120689655172414,CS
2020-02-23 08:00:00+08:00,7.143103448275861,1026.1603448275862,9.665517241379309,171.1551724137931,1.4206896551724133,8,0.4,CS
2020-02-23 11:00:00+08:00,,,,,,11,,CS
