period,area,hour,Temp,Dew,SeaP,WD,WS,rain6
level2,YR,3,10.936829836829839,5.665967365967366,1022.1002331002331,130.5174825174825,2.6221445221445223,13.785547785547784
level2,YR,6,14.477846153846155,5.603692307692308,1017.2543589743591,158.68410256410255,2.8129230769230764,8.762051282051283
level2,YR,9,15.202393162393163,6.183418803418804,1016.0825641025642,144.41367521367522,2.72991452991453,10.28888888888889
level2,YR,12,12.38205128205128,7.002243589743589,1016.8599358974358,144.7804487179487,2.403205128205128,12.881410256410257
level2,YR,15,,,,,,
level2,YR,18,9.768349358974358,5.743108974358974,1018.361939102564,154.1065705128205,1.926602564102564,8.968750000000002
level2,YR,21,8.113823857302117,4.70891861761427,1019.1341137123746,160.99331103678927,1.869788182831661,8.210702341137122
level3,NCP,0,5.353452685421995,-9.459846547314577,1022.8823529411767,170.16624040920715,2.48849104859335,2.4066496163682873
level3,NCP,3,11.303010033444817,-10.576923076923077,1022.1598662207357,157.82608695652172,3.767892976588629,2.133779264214047
level3,NCP,6,14.565489130434782,-12.552173913043475,1019.5785326086958,180.19293478260872,3.944836956521739,1.4402173913043481
level3,NCP,9,14.414673913043481,-12.695380434782612,1018.7415760869567,178.50000000000003,3.9652173913043476,1.2853260869565217
level3,NCP,12,10.622826086956522,-11.095108695652174,1020.2896739130435,157.2663043478261,2.764130434782609,1.3722826086956523
level3,NCP,15,,,,,,
level3,NCP,18,4.538840579710144,-9.320579710144928,1020.1095652173914,176.64057971014492,2.4475362318840577,2.7623188405797103
level3,NCP,21,2.6105978260869565,-9.841304347826085,1021.1111413043478,167.54891304347825,2.323913043478261,2.6059782608695654
level3,NEC,0,5.022478991596639,-7.3310924369747905,1019.5966386554622,198.76680672268904,3.5802521008403367,6.357142857142858
level3,NEC,3,10.376785714285713,-8.196428571428571,1019.2596938775508,197.7091836734694,4.575255102040816,4.660714285714285
level3,NEC,6,11.79263392857143,-9.405580357142858,1017.659375,202.53125,4.8484375,3.6071428571428568
level3,NEC,9,10.863839285714283,-9.050223214285714,1017.5265625,192.62276785714286,4.199776785714286,3.8928571428571432
level3,NEC,12,5.179241071428571,-7.9142857142857155,1019.0939732142856,199.4017857142857,0.3511160714285708,
level3,NEC,15,,,,,,
level3,NEC,18,0.38595238095238077,-8.04095238095238,1018.8440476190475,219.77380952380952,0.14761904761904734,3.8928571428571432
level3,NEC,21,-0.7323660714285716,-8.050892857142857,1019.1908482142857,209.76562499999997,0.14598214285714262,2.5714285714285716
level3,NW,0,6.626050420168065,-7.506050420168069,1018.4781512605041,156.29915966386557,2.4287394957983195,1.7142857142857144
level3,NW,3,13.741428571428573,-7.155102040816325,1017.7579591836733,162.96530612244896,3.052448979591836,1.1428571428571428
level3,NW,6,17.61732142857143,-8.681071428571428,1016.6807142857143,168.9660714285714,3.4876785714285714,0.7714285714285715
level3,NW,9,19.067857142857147,-9.080714285714285,1014.9855357142858,182.19107142857143,3.800357142857143,1.6857142857142855
level3,NW,12,17.114107142857144,-8.614999999999998,1015.9514285714287,174.72499999999997,3.2417857142857143,1.9428571428571428
level3,NW,15,,,,,,
level3,NW,18,9.439591836734692,-7.219591836734694,1016.9438775510205,169.92244897959182,2.7553061224489794,1.0285714285714285
level3,NW,21,7.6257142857142854,-7.446285714285714,1016.9392380952382,172.94857142857143,2.5417142857142854,1.7285714285714286
level3,PR,0,18.16654088050315,14.797106918238992,1016.6867924528301,141.54842767295597,2.3275471698113206,
level3,PR,3,21.921563342318063,14.799191374663073,1016.8946091644204,144.02425876010784,2.6830188679245284,
level3,PR,6,24.018463611859847,15.152291105121293,1014.1299191374663,149.90296495956878,3.126954177897574,
level3,PR,9,23.17981132075472,15.042641509433963,1012.8069811320754,152.96037735849058,3.0845283018867926,
level3,PR,12,20.821563342318065,14.965633423180593,1014.561051212938,148.41239892183287,2.691239892183288,
level3,PR,15,,,,,,
level3,PR,18,18.524025157232707,15.510314465408802,1014.7755974842767,146.12327044025156,2.2061635220125786,
level3,PR,21,17.804481132075473,14.91804245283019,1014.6548349056606,145.81721698113208,2.2910377358490566,
level3,SC,0,12.307505070993916,8.707302231237323,1018.3393509127789,165.83265720081135,1.8456389452332653,11.04158215010142
level3,SC,3,16.93241379310345,8.266666666666667,1018.2302298850576,178.81264367816095,2.209195402298851,7.903448275862071
level3,SC,6,19.42758620689656,7.383836206896551,1015.7719827586205,178.6810344827586,2.5566810344827586,5.592672413793105
level3,SC,9,19.471034482758622,7.487816091954024,1013.9699999999998,168.17011494252878,2.506551724137931,4.8804597701149435
level3,SC,12,15.612183908045983,7.958620689655172,1016.9154022988504,167.3862068965517,2.1366666666666663,6.8195402298850585
level3,SC,15,,,,,,
level3,SC,18,12.572290640394096,8.58411330049261,1016.5719211822659,167.53325123152712,1.8848522167487685,11.341133004926105
level3,SC,21,11.727047413793104,8.505495689655174,1016.3904094827585,172.71120689655174,1.8720905172413795,12.75323275862069
level3,TP,0,-1.77525,-10.26775,1014.4479999999999,175.7475,1.6300000000000001,2.1775
level3,TP,3,4.944571428571428,-11.228285714285715,1013.3162857142859,198.72857142857143,2.3685714285714283,2.14
level3,TP,6,8.708266666666669,-14.0328,1009.7978666666667,219.3946666666667,3.6280000000000006,2.152
level3,TP,9,9.530857142857142,-15.06742857142857,1007.8008571428571,209.7971428571428,3.999428571428571,2.2285714285714286
level3,TP,12,6.9048,-13.008266666666666,1011.1264000000002,196.44799999999995,3.172,2.626666666666667
level3,TP,15,,,,,,
level3,TP,18,0.9745714285714285,-10.229142857142858,1009.8868571428571,189.4971428571429,1.8305714285714285,2.6571428571428575
level3,TP,21,-0.8372499999999998,-10.3755,1010.4100000000002,187.42749999999998,1.64025,2.2675000000000005
level3,YR,0,12.007541478129713,7.341327300150828,1020.3051282051283,158.56259426847663,2.0823529411764707,5.2368024132730016
level3,YR,3,17.35448717948718,6.777777777777778,1018.9681623931623,166.4166666666667,2.5835470085470087,4.856837606837607
level3,YR,6,19.34695512820513,5.685576923076923,1018.0780448717948,171.49519230769226,2.8759615384615387,3.9871794871794872
level3,YR,9,18.955213675213678,5.905299145299145,1016.6529914529915,155.634188034188,2.7805128205128202,4.504273504273503
level3,YR,12,15.501442307692306,6.561217948717949,1018.5009615384614,150.85897435897436,2.1748397435897435,4.799679487179487
level3,YR,15,,,,,,
level3,YR,18,12.044444444444444,7.380512820512821,1018.4832478632478,160.33162393162394,1.9435897435897436,4.557264957264958
level3,YR,21,10.632692307692306,6.846794871794873,1018.7312499999999,158.3846153846154,1.9854166666666668,4.53525641025641
pre,NCP,0,-13.246681922196794,-17.310983981693365,1033.395652173913,191.65217391304347,-2.5789473684210535,0.8893280632411067
pre,NCP,3,-7.427608695652173,-14.344782608695652,1033.3858695652173,205.5347826086956,2.24,0.8142292490118576
pre,NCP,6,-3.913250517598344,-13.760455486542444,1030.5763975155282,202.68115942028984,2.8097308488612835,0.7644927536231885
pre,NCP,9,-4.480091533180778,-13.42745995423341,1031.1123569794051,195.73455377574368,2.319450800915331,0.7865612648221344
pre,NCP,12,-8.696687370600413,-14.371014492753622,1033.6140786749484,195.14906832298138,2.1850931677018637,0.8458498023715415
pre,NCP,15,,,,,,
pre,NCP,18,-11.896956521739131,-16.05,1032.8939130434783,194.94347826086957,1.8713043478260871,0.8695652173913043
pre,NCP,21,-13.362055335968375,-17.278656126482215,1031.9193675889326,219.8932806324111,1.6833992094861663,0.8819875776397516
pre,NEC,0,-20.232894736842102,-23.697932330827065,1026.643984962406,210.60150375939847,1.8159774436090224,
pre,NEC,3,-14.175751879699245,-19.24605263157894,1025.89962406015,224.16541353383457,2.2328947368421055,
pre,NEC,6,-11.528911564625847,-18.418367346938776,1024.7977891156463,229.0255102040816,2.66904761904762,
pre,NEC,9,-14.748496240601503,-19.80169172932331,1026.193796992481,218.14097744360902,2.053759398496241,
pre,NEC,12,-17.0984693877551,-21.013265306122445,1026.7600340136053,202.6785714285714,0.19710884353741487,
pre,NEC,15,,,,,,
pre,NEC,18,-19.006071428571428,-22.65964285714286,1027.032142857143,195.04285714285714,1.9832142857142858,
pre,NEC,21,-19.801098901098896,-23.049725274725272,1025.4991758241758,215.48351648351647,1.7931318681318684,
pre,NW,0,-13.110375939849622,-16.922857142857147,1033.0965413533834,177.17443609022558,-2.900451127819549,
pre,NW,3,-10.657619047619045,-15.31825396825397,1034.1533333333332,178.93492063492062,1.5255555555555558,
pre,NW,6,-5.261088435374149,-13.76829931972789,1032.252380952381,175.26938775510203,1.9627210884353743,
pre,NW,9,-4.044033613445379,-13.45966386554622,1031.375630252101,175.981512605042,2.115126050420168,
pre,NW,12,-8.05342857142857,-14.549285714285716,1033.6382857142858,162.39428571428567,1.6564285714285714,
pre,NW,15,,,,,,
pre,NW,18,-11.850571428571426,-16.116,1032.0154285714284,175.57714285714286,1.514,
pre,NW,21,-12.8097619047619,-16.837619047619047,1030.9578571428572,184.45952380952383,1.4995238095238097,
pre,PR,0,15.168701442841288,3.888124306326305,1019.9352941176469,142.99778024417313,1.2506104328523866,
pre,PR,3,19.828537735849064,5.090448113207548,1020.0746462264152,143.18985849056605,2.673349056603774,
pre,PR,6,21.80499445061044,4.785238623751388,1017.2315205327412,156.17314095449495,3.101109877913429,
pre,PR,9,20.84705882352942,5.25604883462819,1016.8600443951165,157.93673695893452,3.1364039955604883,
pre,PR,12,18.506752730883818,5.8312810327706055,1018.0092353525324,141.82621648460776,2.515988083416087,
pre,PR,15,,,,,,
pre,PR,18,16.083857442348013,4.951781970649894,1018.3469601677148,146.48218029350107,2.4048218029350106,
pre,PR,21,15.426705370101603,5.842235123367199,1017.3910014513787,159.82873730043545,2.247895500725689,
pre,SC,0,6.115018148820325,3.7387931034482755,1022.8575317604358,161.0807622504537,-0.8838021778584392,10.359913793103448
pre,SC,3,9.164609800362975,4.50453720508167,1022.9121597096187,168.16787658802178,2.07540834845735,9.763546798029557
pre,SC,6,11.19064039408867,3.6462233169129727,1019.9009031198686,164.98522167487684,2.4204433497536946,7.183189655172413
pre,SC,9,11.060254083484574,3.9303085299455542,1019.3234119782213,167.68784029038113,2.4118874773139747,6.105603448275861
pre,SC,12,9.108045977011495,4.112397372742199,1021.2223316912972,161.6609195402299,2.2150246305418713,5.023706896551724
pre,SC,15,,,,,,
pre,SC,18,7.094999999999999,4.213448275862069,1021.0825862068965,170.91724137931035,2.0825862068965515,7.8663793103448265
pre,SC,21,6.321883289124667,3.7541114058355443,1020.5980106100797,181.0968169761273,1.8708222811671087,10.573275862068966
pre,TP,0,-12.190736842105263,-19.428842105263158,1024.554105263158,177.5894736842105,1.7433684210526317,2.026666666666667
pre,TP,3,-8.321052631578947,-18.284000000000002,1025.5023157894734,189.5642105263158,1.901684210526316,1.88
pre,TP,6,-2.356952380952381,-18.935999999999996,1019.8761904761906,204.97714285714287,3.2807619047619054,1.82
pre,TP,9,-1.0973333333333337,-19.841111111111115,1017.9711111111114,216.04888888888888,4.025333333333332,1.96
pre,TP,12,-4.774285714285714,-18.629333333333335,1022.7150476190478,198.64380952380955,2.518476190476191,2.44
pre,TP,15,,,,,,
pre,TP,18,-10.276399999999999,-19.658800000000003,1022.4315999999999,168.224,1.8015999999999999,2.08
pre,TP,21,-11.514461538461537,-19.586153846153845,1021.4375384615385,201.22461538461536,1.68,2.08
pre,YR,0,2.597737556561086,0.8651583710407243,1025.7467571644042,159.08295625942688,1.707390648567119,
pre,YR,3,4.939173789173789,1.4190883190883188,1026.8192307692307,158.05413105413106,1.9816239316239317,
pre,YR,6,6.424966261808365,0.8323886639676114,1024.09338731444,162.1187584345479,2.2345479082321194,
pre,YR,9,6.277978883861236,0.9319758672699846,1023.9291101055807,144.39517345399696,2.0567119155354447,
pre,YR,12,4.652361673414305,1.1983805668016196,1025.421052631579,150.15384615384616,1.878407557354926,
pre,YR,15,,,,,,
pre,YR,18,3.2971794871794877,1.0453846153846154,1025.4646153846154,169.26923076923077,1.8389743589743592,
pre,YR,21,2.7128205128205134,0.6493096646942802,1024.7142011834317,181.34516765285997,1.6500986193293887,
